model_family,model_variant,value,delta_type,contrast,delta_f1
gemma,google/gemma-3-12b-it,Conformity: rules,context_gain_rag,window_early - sentence_early,-0.0028874922287846494
gemma,google/gemma-3-12b-it,Conformity: rules,context_gain_rag,doc_early - sentence_early,-0.006939136149380243
gemma,google/gemma-3-12b-it,Conformity: rules,rag_gain,sentence_early - sentence_none,0.021397606336668484
gemma,google/gemma-3-12b-it,Conformity: rules,rag_gain,window_early - window_none,0.04147888650591236
gemma,google/gemma-3-12b-it,Conformity: rules,rag_gain,doc_early - doc_none,0.03256258694874331
gemma,google/gemma-3-12b-it,Face,context_gain_no_rag,window_none - sentence_none,-0.009299153867337706
gemma,google/gemma-3-12b-it,Face,context_gain_no_rag,doc_none - sentence_none,-0.00615683384348889
gemma,google/gemma-3-12b-it,Face,context_gain_rag,window_early - sentence_early,-0.009959398779274542
gemma,google/gemma-3-12b-it,Face,context_gain_rag,doc_early - sentence_early,-0.02628592939151947
gemma,google/gemma-3-12b-it,Face,rag_gain,sentence_early - sentence_none,0.01111146005781552
gemma,google/gemma-3-12b-it,Face,rag_gain,window_early - window_none,0.010451215145878684
gemma,google/gemma-3-12b-it,Face,rag_gain,doc_early - doc_none,-0.009017635490215059
gemma,google/gemma-3-12b-it,Hedonism,context_gain_no_rag,window_none - sentence_none,0.014943672071988656
gemma,google/gemma-3-12b-it,Hedonism,context_gain_no_rag,doc_none - sentence_none,-0.009190212309867551
gemma,google/gemma-3-12b-it,Hedonism,context_gain_rag,window_early - sentence_early,0.003267045454545481
gemma,google/gemma-3-12b-it,Hedonism,context_gain_rag,doc_early - sentence_early,-0.01781076066790349
gemma,google/gemma-3-12b-it,Hedonism,rag_gain,sentence_early - sentence_none,0.0680502776965799
gemma,google/gemma-3-12b-it,Hedonism,rag_gain,window_early - window_none,0.05637365107913672
gemma,google/gemma-3-12b-it,Hedonism,rag_gain,doc_early - doc_none,0.05942972933854396
gemma,google/gemma-3-12b-it,Humility,context_gain_no_rag,window_none - sentence_none,0.008762886597938148
gemma,google/gemma-3-12b-it,Humility,context_gain_no_rag,doc_none - sentence_none,-0.004778780068728512
gemma,google/gemma-3-12b-it,Humility,context_gain_rag,window_early - sentence_early,0.03182866066780694
gemma,google/gemma-3-12b-it,Humility,context_gain_rag,doc_early - sentence_early,-0.0064964959844493325
gemma,google/gemma-3-12b-it,Humility,rag_gain,sentence_early - sentence_none,-0.00583888331356628
gemma,google/gemma-3-12b-it,Humility,rag_gain,window_early - window_none,0.017226890756302515
gemma,google/gemma-3-12b-it,Humility,rag_gain,doc_early - doc_none,-0.0075565992292871
gemma,google/gemma-3-12b-it,Power: dominance,context_gain_no_rag,window_none - sentence_none,-0.014207549062733943
gemma,google/gemma-3-12b-it,Power: dominance,context_gain_no_rag,doc_none - sentence_none,-0.06421753196159413
gemma,google/gemma-3-12b-it,Power: dominance,context_gain_rag,window_early - sentence_early,-0.008262471781785102
gemma,google/gemma-3-12b-it,Power: dominance,context_gain_rag,doc_early - sentence_early,-0.07011907011907012
gemma,google/gemma-3-12b-it,Power: dominance,rag_gain,sentence_early - sentence_none,0.018466696377468977
gemma,google/gemma-3-12b-it,Power: dominance,rag_gain,window_early - window_none,0.024411773658417818
gemma,google/gemma-3-12b-it,Power: dominance,rag_gain,doc_early - doc_none,0.012565158219992989
gemma,google/gemma-3-12b-it,Power: resources,context_gain_no_rag,window_none - sentence_none,-0.009474576890147635
gemma,google/gemma-3-12b-it,Power: resources,context_gain_no_rag,doc_none - sentence_none,-0.017471842782150387
gemma,google/gemma-3-12b-it,Power: resources,context_gain_rag,window_early - sentence_early,0.013247955930512478
gemma,google/gemma-3-12b-it,Power: resources,context_gain_rag,doc_early - sentence_early,-0.0076509640849880545
gemma,google/gemma-3-12b-it,Power: resources,rag_gain,sentence_early - sentence_none,0.08596043922156019
gemma,google/gemma-3-12b-it,Power: resources,rag_gain,window_early - window_none,0.1086829720422203
gemma,google/gemma-3-12b-it,Power: resources,rag_gain,doc_early - doc_none,0.09578131791872252
gemma,google/gemma-3-12b-it,Security: personal,context_gain_no_rag,window_none - sentence_none,-0.008932122696279104
gemma,google/gemma-3-12b-it,Security: personal,context_gain_no_rag,doc_none - sentence_none,-0.004066816910984511
gemma,google/gemma-3-12b-it,Security: personal,context_gain_rag,window_early - sentence_early,-0.0005885681946802557
gemma,google/gemma-3-12b-it,Security: personal,context_gain_rag,doc_early - sentence_early,-0.0016442193708133823
gemma,google/gemma-3-12b-it,Security: personal,rag_gain,sentence_early - sentence_none,-0.010260765830574892
gemma,google/gemma-3-12b-it,Security: personal,rag_gain,window_early - window_none,-0.0019172113289760429
gemma,google/gemma-3-12b-it,Security: personal,rag_gain,doc_early - doc_none,-0.007838168290403763
gemma,google/gemma-3-12b-it,Security: societal,context_gain_no_rag,window_none - sentence_none,-0.009408603730239301
gemma,google/gemma-3-12b-it,Security: societal,context_gain_no_rag,doc_none - sentence_none,0.012420078338286566
gemma,google/gemma-3-12b-it,Security: societal,context_gain_rag,window_early - sentence_early,-0.017280516210858354
gemma,google/gemma-3-12b-it,Security: societal,context_gain_rag,doc_early - sentence_early,0.0021459560064570893
gemma,google/gemma-3-12b-it,Security: societal,rag_gain,sentence_early - sentence_none,0.0275648740603886
gemma,google/gemma-3-12b-it,Security: societal,rag_gain,window_early - window_none,0.019692961579769547
gemma,google/gemma-3-12b-it,Security: societal,rag_gain,doc_early - doc_none,0.017290751728559123
gemma,google/gemma-3-12b-it,Self-direction: action,context_gain_no_rag,window_none - sentence_none,0.012916628572009065
gemma,google/gemma-3-12b-it,Self-direction: action,context_gain_no_rag,doc_none - sentence_none,0.01546638127201505
gemma,google/gemma-3-12b-it,Self-direction: action,context_gain_rag,window_early - sentence_early,-0.008431042728277188
gemma,google/gemma-3-12b-it,Self-direction: action,context_gain_rag,doc_early - sentence_early,-0.013783398499273472
gemma,google/gemma-3-12b-it,Self-direction: action,rag_gain,sentence_early - sentence_none,0.03326814646940025
gemma,google/gemma-3-12b-it,Self-direction: action,rag_gain,window_early - window_none,0.011920475169114
gemma,google/gemma-3-12b-it,Self-direction: action,rag_gain,doc_early - doc_none,0.0040183666981117305
gemma,google/gemma-3-12b-it,Self-direction: thought,context_gain_no_rag,window_none - sentence_none,-0.0059011164274322125
gemma,google/gemma-3-12b-it,Self-direction: thought,context_gain_no_rag,doc_none - sentence_none,-0.0475182932204884
gemma,google/gemma-3-12b-it,Self-direction: thought,context_gain_rag,window_early - sentence_early,-0.004824743585647176
gemma,google/gemma-3-12b-it,Self-direction: thought,context_gain_rag,doc_early - sentence_early,-0.040673945651794746
gemma,google/gemma-3-12b-it,Self-direction: thought,rag_gain,sentence_early - sentence_none,0.026349142819024743
gemma,google/gemma-3-12b-it,Self-direction: thought,rag_gain,window_early - window_none,0.02742551566080978
gemma,google/gemma-3-12b-it,Self-direction: thought,rag_gain,doc_early - doc_none,0.0331934903877184
gemma,google/gemma-3-12b-it,Stimulation,context_gain_no_rag,window_none - sentence_none,-0.011252694307087613
gemma,google/gemma-3-12b-it,Stimulation,context_gain_no_rag,doc_none - sentence_none,-0.0025691699604742935
gemma,google/gemma-3-12b-it,Stimulation,context_gain_rag,window_early - sentence_early,-0.011176403199611856
gemma,google/gemma-3-12b-it,Stimulation,context_gain_rag,doc_early - sentence_early,-0.0046531124188061435
gemma,google/gemma-3-12b-it,Stimulation,rag_gain,sentence_early - sentence_none,0.0023317995274219905
gemma,google/gemma-3-12b-it,Stimulation,rag_gain,window_early - window_none,0.002408090634897747
gemma,google/gemma-3-12b-it,Stimulation,rag_gain,doc_early - doc_none,0.0002478570690901405
gemma,google/gemma-3-12b-it,Tradition,context_gain_no_rag,window_none - sentence_none,0.018654823536732673
gemma,google/gemma-3-12b-it,Tradition,context_gain_no_rag,doc_none - sentence_none,-0.002704734946351456
gemma,google/gemma-3-12b-it,Tradition,context_gain_rag,window_early - sentence_early,-0.022710612017178528
gemma,google/gemma-3-12b-it,Tradition,context_gain_rag,doc_early - sentence_early,-0.014592138483212724
gemma,google/gemma-3-12b-it,Tradition,rag_gain,sentence_early - sentence_none,0.01838775014625213
gemma,google/gemma-3-12b-it,Tradition,rag_gain,window_early - window_none,-0.02297768540765907
gemma,google/gemma-3-12b-it,Tradition,rag_gain,doc_early - doc_none,0.006500346609390861
gemma,google/gemma-3-12b-it,Universalism: concern,context_gain_no_rag,window_none - sentence_none,-0.018974570135623148
gemma,google/gemma-3-12b-it,Universalism: concern,context_gain_no_rag,doc_none - sentence_none,-0.02702010789567627
gemma,google/gemma-3-12b-it,Universalism: concern,context_gain_rag,window_early - sentence_early,0.0007918621491698197
gemma,google/gemma-3-12b-it,Universalism: concern,context_gain_rag,doc_early - sentence_early,-0.027469177618208995
gemma,google/gemma-3-12b-it,Universalism: concern,rag_gain,sentence_early - sentence_none,0.015941554852453133
gemma,google/gemma-3-12b-it,Universalism: concern,rag_gain,window_early - window_none,0.0357079871372461
gemma,google/gemma-3-12b-it,Universalism: concern,rag_gain,doc_early - doc_none,0.015492485129920408
gemma,google/gemma-3-12b-it,Universalism: nature,context_gain_no_rag,window_none - sentence_none,-0.012063022454191441
gemma,google/gemma-3-12b-it,Universalism: nature,context_gain_no_rag,doc_none - sentence_none,-0.050665541447696416
gemma,google/gemma-3-12b-it,Universalism: nature,context_gain_rag,window_early - sentence_early,0.023188943081895785
gemma,google/gemma-3-12b-it,Universalism: nature,context_gain_rag,doc_early - sentence_early,-0.0060180951321960885
gemma,google/gemma-3-12b-it,Universalism: nature,rag_gain,sentence_early - sentence_none,0.023232453922064522
gemma,google/gemma-3-12b-it,Universalism: nature,rag_gain,window_early - window_none,0.05848441945815175
gemma,google/gemma-3-12b-it,Universalism: nature,rag_gain,doc_early - doc_none,0.06787990023756485
gemma,google/gemma-3-12b-it,Universalism: tolerance,context_gain_no_rag,window_none - sentence_none,0.011896140513503878
gemma,google/gemma-3-12b-it,Universalism: tolerance,context_gain_no_rag,doc_none - sentence_none,-0.018561868955569744
gemma,google/gemma-3-12b-it,Universalism: tolerance,context_gain_rag,window_early - sentence_early,0.01659127706097377
gemma,google/gemma-3-12b-it,Universalism: tolerance,context_gain_rag,doc_early - sentence_early,-0.024839061903390247
gemma,google/gemma-3-12b-it,Universalism: tolerance,rag_gain,sentence_early - sentence_none,0.02518530615207354
gemma,google/gemma-3-12b-it,Universalism: tolerance,rag_gain,window_early - window_none,0.02988044269954343
gemma,google/gemma-3-12b-it,Universalism: tolerance,rag_gain,doc_early - doc_none,0.018908113204253035
mistral,mistralai/Mistral-Large-Instruct-2407,Achievement,context_gain_no_rag,window_none - sentence_none,-0.008688888507953907
mistral,mistralai/Mistral-Large-Instruct-2407,Achievement,context_gain_no_rag,doc_none - sentence_none,-0.003957339918256142
mistral,mistralai/Mistral-Large-Instruct-2407,Achievement,context_gain_rag,window_early - sentence_early,0.006475781029572636
mistral,mistralai/Mistral-Large-Instruct-2407,Achievement,context_gain_rag,doc_early - sentence_early,0.001063191201456981
mistral,mistralai/Mistral-Large-Instruct-2407,Achievement,rag_gain,sentence_early - sentence_none,0.002737614013266998
mistral,mistralai/Mistral-Large-Instruct-2407,Achievement,rag_gain,window_early - window_none,0.01790228355079354
mistral,mistralai/Mistral-Large-Instruct-2407,Achievement,rag_gain,doc_early - doc_none,0.007758145132980121
mistral,mistralai/Mistral-Large-Instruct-2407,Benevolence: caring,context_gain_no_rag,window_none - sentence_none,-0.023913218711417245
mistral,mistralai/Mistral-Large-Instruct-2407,Benevolence: caring,context_gain_no_rag,doc_none - sentence_none,-0.03682554215844702
mistral,mistralai/Mistral-Large-Instruct-2407,Benevolence: caring,context_gain_rag,window_early - sentence_early,-0.014839398764393136
mistral,mistralai/Mistral-Large-Instruct-2407,Benevolence: caring,context_gain_rag,doc_early - sentence_early,-0.02830697198615048
mistral,mistralai/Mistral-Large-Instruct-2407,Benevolence: caring,rag_gain,sentence_early - sentence_none,0.0011206549075488126
mistral,mistralai/Mistral-Large-Instruct-2407,Benevolence: caring,rag_gain,window_early - window_none,0.010194474854572921
mistral,mistralai/Mistral-Large-Instruct-2407,Benevolence: caring,rag_gain,doc_early - doc_none,0.009639225079845354
mistral,mistralai/Mistral-Large-Instruct-2407,Benevolence: dependability,context_gain_no_rag,window_none - sentence_none,-0.026113002739305183
mistral,mistralai/Mistral-Large-Instruct-2407,Benevolence: dependability,context_gain_no_rag,doc_none - sentence_none,-0.030073130311830065
mistral,mistralai/Mistral-Large-Instruct-2407,Benevolence: dependability,context_gain_rag,window_early - sentence_early,0.01312205478742684
mistral,mistralai/Mistral-Large-Instruct-2407,Benevolence: dependability,context_gain_rag,doc_early - sentence_early,-0.015933488104450666
mistral,mistralai/Mistral-Large-Instruct-2407,Benevolence: dependability,rag_gain,sentence_early - sentence_none,0.008292272563393849
mistral,mistralai/Mistral-Large-Instruct-2407,Benevolence: dependability,rag_gain,window_early - window_none,0.04752733009012587
mistral,mistralai/Mistral-Large-Instruct-2407,Benevolence: dependability,rag_gain,doc_early - doc_none,0.022431914770773248
mistral,mistralai/Mistral-Large-Instruct-2407,Conformity: interpersonal,context_gain_no_rag,window_none - sentence_none,0.002649165213617008
mistral,mistralai/Mistral-Large-Instruct-2407,Conformity: interpersonal,context_gain_no_rag,doc_none - sentence_none,0.005775184567754221
mistral,mistralai/Mistral-Large-Instruct-2407,Conformity: interpersonal,context_gain_rag,window_early - sentence_early,-0.02516629711751664
mistral,mistralai/Mistral-Large-Instruct-2407,Conformity: interpersonal,context_gain_rag,doc_early - sentence_early,0.004187388104237133
mistral,mistralai/Mistral-Large-Instruct-2407,Conformity: interpersonal,rag_gain,sentence_early - sentence_none,0.025561280824438717
mistral,mistralai/Mistral-Large-Instruct-2407,Conformity: interpersonal,rag_gain,window_early - window_none,-0.00225418150669493
mistral,mistralai/Mistral-Large-Instruct-2407,Conformity: interpersonal,rag_gain,doc_early - doc_none,0.02397348436092163
mistral,mistralai/Mistral-Large-Instruct-2407,Conformity: rules,context_gain_no_rag,window_none - sentence_none,-0.004283972564197935
mistral,mistralai/Mistral-Large-Instruct-2407,Conformity: rules,context_gain_no_rag,doc_none - sentence_none,-0.03807680124497931
mistral,mistralai/Mistral-Large-Instruct-2407,Conformity: rules,context_gain_rag,window_early - sentence_early,0.005637975462886025
mistral,mistralai/Mistral-Large-Instruct-2407,Conformity: rules,context_gain_rag,doc_early - sentence_early,-0.03808509376115404
mistral,mistralai/Mistral-Large-Instruct-2407,Conformity: rules,rag_gain,sentence_early - sentence_none,0.03797401607283807
mistral,mistralai/Mistral-Large-Instruct-2407,Conformity: rules,rag_gain,window_early - window_none,0.04789596409992203
mistral,mistralai/Mistral-Large-Instruct-2407,Conformity: rules,rag_gain,doc_early - doc_none,0.03796572355666333
mistral,mistralai/Mistral-Large-Instruct-2407,Face,context_gain_no_rag,window_none - sentence_none,0.004151463412520262
mistral,mistralai/Mistral-Large-Instruct-2407,Face,context_gain_no_rag,doc_none - sentence_none,-0.003938510012430951
mistral,mistralai/Mistral-Large-Instruct-2407,Face,context_gain_rag,window_early - sentence_early,0.018499865699704493
mistral,mistralai/Mistral-Large-Instruct-2407,Face,context_gain_rag,doc_early - sentence_early,-0.005903373856987748
mistral,mistralai/Mistral-Large-Instruct-2407,Face,rag_gain,sentence_early - sentence_none,-0.019920245172248274
mistral,mistralai/Mistral-Large-Instruct-2407,Face,rag_gain,window_early - window_none,-0.005571842885064043
mistral,mistralai/Mistral-Large-Instruct-2407,Face,rag_gain,doc_early - doc_none,-0.02188510901680507
mistral,mistralai/Mistral-Large-Instruct-2407,Hedonism,context_gain_no_rag,window_none - sentence_none,0.06423569186186912
mistral,mistralai/Mistral-Large-Instruct-2407,Hedonism,context_gain_no_rag,doc_none - sentence_none,-0.009669194344183618
mistral,mistralai/Mistral-Large-Instruct-2407,Hedonism,context_gain_rag,window_early - sentence_early,0.05297604523990629
mistral,mistralai/Mistral-Large-Instruct-2407,Hedonism,context_gain_rag,doc_early - sentence_early,0.002651324795951926
mistral,mistralai/Mistral-Large-Instruct-2407,Hedonism,rag_gain,sentence_early - sentence_none,0.0077463704919715215
mistral,mistralai/Mistral-Large-Instruct-2407,Hedonism,rag_gain,window_early - window_none,-0.003513276129991305
mistral,mistralai/Mistral-Large-Instruct-2407,Hedonism,rag_gain,doc_early - doc_none,0.020066889632107066
mistral,mistralai/Mistral-Large-Instruct-2407,Humility,context_gain_no_rag,window_none - sentence_none,0.02816901408450704
mistral,mistralai/Mistral-Large-Instruct-2407,Humility,context_gain_no_rag,doc_none - sentence_none,0.05994104159842777
mistral,mistralai/Mistral-Large-Instruct-2407,Humility,context_gain_rag,window_early - sentence_early,0.0092661230541142
mistral,mistralai/Mistral-Large-Instruct-2407,Humility,context_gain_rag,doc_early - sentence_early,-0.0017088174982911597
mistral,mistralai/Mistral-Large-Instruct-2407,Humility,rag_gain,sentence_early - sentence_none,0.07524091919940692
mistral,mistralai/Mistral-Large-Instruct-2407,Humility,rag_gain,window_early - window_none,0.05633802816901409
mistral,mistralai/Mistral-Large-Instruct-2407,Humility,rag_gain,doc_early - doc_none,0.013591060102687999
mistral,mistralai/Mistral-Large-Instruct-2407,Power: dominance,context_gain_no_rag,window_none - sentence_none,0.011990444952250656
mistral,mistralai/Mistral-Large-Instruct-2407,Power: dominance,context_gain_no_rag,doc_none - sentence_none,-0.004347618853072915
mistral,mistralai/Mistral-Large-Instruct-2407,Power: dominance,context_gain_rag,window_early - sentence_early,-0.014025827303444899
mistral,mistralai/Mistral-Large-Instruct-2407,Power: dominance,context_gain_rag,doc_early - sentence_early,-0.006786249608802308
mistral,mistralai/Mistral-Large-Instruct-2407,Power: dominance,rag_gain,sentence_early - sentence_none,0.014525903276525476
mistral,mistralai/Mistral-Large-Instruct-2407,Power: dominance,rag_gain,window_early - window_none,-0.01149036897917008
mistral,mistralai/Mistral-Large-Instruct-2407,Power: dominance,rag_gain,doc_early - doc_none,0.012087272520796083
mistral,mistralai/Mistral-Large-Instruct-2407,Power: resources,context_gain_no_rag,window_none - sentence_none,-0.021656499488229286
mistral,mistralai/Mistral-Large-Instruct-2407,Power: resources,context_gain_no_rag,doc_none - sentence_none,-0.026837906647807636
mistral,mistralai/Mistral-Large-Instruct-2407,Power: resources,context_gain_rag,window_early - sentence_early,-0.00921283045447635
mistral,mistralai/Mistral-Large-Instruct-2407,Power: resources,context_gain_rag,doc_early - sentence_early,-0.020021245469603155
mistral,mistralai/Mistral-Large-Instruct-2407,Power: resources,rag_gain,sentence_early - sentence_none,0.10498069087688217
mistral,mistralai/Mistral-Large-Instruct-2407,Power: resources,rag_gain,window_early - window_none,0.1174243599106351
mistral,mistralai/Mistral-Large-Instruct-2407,Power: resources,rag_gain,doc_early - doc_none,0.11179735205508665
mistral,mistralai/Mistral-Large-Instruct-2407,Security: personal,context_gain_no_rag,window_none - sentence_none,-0.018637749915282942
mistral,mistralai/Mistral-Large-Instruct-2407,Security: personal,context_gain_no_rag,doc_none - sentence_none,-0.05882510789597262
mistral,mistralai/Mistral-Large-Instruct-2407,Security: personal,context_gain_rag,window_early - sentence_early,-0.0242394892965678
mistral,mistralai/Mistral-Large-Instruct-2407,Security: personal,context_gain_rag,doc_early - sentence_early,-0.05363191579985657
mistral,mistralai/Mistral-Large-Instruct-2407,Security: personal,rag_gain,sentence_early - sentence_none,0.0009593543502202928
mistral,mistralai/Mistral-Large-Instruct-2407,Security: personal,rag_gain,window_early - window_none,-0.0046423850310645665
mistral,mistralai/Mistral-Large-Instruct-2407,Security: personal,rag_gain,doc_early - doc_none,0.006152546446336338
mistral,mistralai/Mistral-Large-Instruct-2407,Security: societal,context_gain_no_rag,window_none - sentence_none,-0.020071865278373402
mistral,mistralai/Mistral-Large-Instruct-2407,Security: societal,context_gain_no_rag,doc_none - sentence_none,-0.039966890325772664
mistral,mistralai/Mistral-Large-Instruct-2407,Security: societal,context_gain_rag,window_early - sentence_early,-0.031713192537916046
mistral,mistralai/Mistral-Large-Instruct-2407,Security: societal,context_gain_rag,doc_early - sentence_early,-0.05818761226588437
