model_family,model_variant,value,delta_type,contrast,delta_f1
mistral,mistralai/Mistral-Large-Instruct-2407,Security: societal,rag_gain,sentence_early - sentence_none,0.033420365603193614
mistral,mistralai/Mistral-Large-Instruct-2407,Security: societal,rag_gain,window_early - window_none,0.02177903834365097
mistral,mistralai/Mistral-Large-Instruct-2407,Security: societal,rag_gain,doc_early - doc_none,0.015199643663081908
mistral,mistralai/Mistral-Large-Instruct-2407,Self-direction: action,context_gain_no_rag,window_none - sentence_none,0.07076306971422347
mistral,mistralai/Mistral-Large-Instruct-2407,Self-direction: action,context_gain_no_rag,doc_none - sentence_none,0.05736534016348732
mistral,mistralai/Mistral-Large-Instruct-2407,Self-direction: action,context_gain_rag,window_early - sentence_early,0.03234723681203361
mistral,mistralai/Mistral-Large-Instruct-2407,Self-direction: action,context_gain_rag,doc_early - sentence_early,0.028289755500251812
mistral,mistralai/Mistral-Large-Instruct-2407,Self-direction: action,rag_gain,sentence_early - sentence_none,0.019651270715100533
mistral,mistralai/Mistral-Large-Instruct-2407,Self-direction: action,rag_gain,window_early - window_none,-0.01876456218708933
mistral,mistralai/Mistral-Large-Instruct-2407,Self-direction: action,rag_gain,doc_early - doc_none,-0.009424313948134977
mistral,mistralai/Mistral-Large-Instruct-2407,Self-direction: thought,context_gain_no_rag,window_none - sentence_none,0.04877772462928928
mistral,mistralai/Mistral-Large-Instruct-2407,Self-direction: thought,context_gain_no_rag,doc_none - sentence_none,0.04118315477966569
mistral,mistralai/Mistral-Large-Instruct-2407,Self-direction: thought,context_gain_rag,window_early - sentence_early,0.028936817395656733
mistral,mistralai/Mistral-Large-Instruct-2407,Self-direction: thought,context_gain_rag,doc_early - sentence_early,0.02510303484451107
mistral,mistralai/Mistral-Large-Instruct-2407,Self-direction: thought,rag_gain,sentence_early - sentence_none,0.01409973453728644
mistral,mistralai/Mistral-Large-Instruct-2407,Self-direction: thought,rag_gain,window_early - window_none,-0.0057411726963461085
mistral,mistralai/Mistral-Large-Instruct-2407,Self-direction: thought,rag_gain,doc_early - doc_none,-0.001980385397868184
mistral,mistralai/Mistral-Large-Instruct-2407,Stimulation,context_gain_no_rag,window_none - sentence_none,-0.004167275846744201
mistral,mistralai/Mistral-Large-Instruct-2407,Stimulation,context_gain_no_rag,doc_none - sentence_none,-0.017734038255805218
mistral,mistralai/Mistral-Large-Instruct-2407,Stimulation,context_gain_rag,window_early - sentence_early,0.02669186646887492
mistral,mistralai/Mistral-Large-Instruct-2407,Stimulation,context_gain_rag,doc_early - sentence_early,-0.009688400104739453
mistral,mistralai/Mistral-Large-Instruct-2407,Stimulation,rag_gain,sentence_early - sentence_none,-0.0003790530438151085
mistral,mistralai/Mistral-Large-Instruct-2407,Stimulation,rag_gain,window_early - window_none,0.03048008927180401
mistral,mistralai/Mistral-Large-Instruct-2407,Stimulation,rag_gain,doc_early - doc_none,0.007666585107250656
mistral,mistralai/Mistral-Large-Instruct-2407,Tradition,context_gain_no_rag,window_none - sentence_none,0.023281164983979197
mistral,mistralai/Mistral-Large-Instruct-2407,Tradition,context_gain_no_rag,doc_none - sentence_none,0.015831734349046334
mistral,mistralai/Mistral-Large-Instruct-2407,Tradition,context_gain_rag,window_early - sentence_early,0.021949296840512056
mistral,mistralai/Mistral-Large-Instruct-2407,Tradition,context_gain_rag,doc_early - sentence_early,-0.00040294727147127674
mistral,mistralai/Mistral-Large-Instruct-2407,Tradition,rag_gain,sentence_early - sentence_none,0.04781231799650554
mistral,mistralai/Mistral-Large-Instruct-2407,Tradition,rag_gain,window_early - window_none,0.0464804498530384
mistral,mistralai/Mistral-Large-Instruct-2407,Tradition,rag_gain,doc_early - doc_none,0.03157763637598793
mistral,mistralai/Mistral-Large-Instruct-2407,Universalism: concern,context_gain_no_rag,window_none - sentence_none,-0.002009454308770864
mistral,mistralai/Mistral-Large-Instruct-2407,Universalism: concern,context_gain_no_rag,doc_none - sentence_none,-0.02615928157821243
mistral,mistralai/Mistral-Large-Instruct-2407,Universalism: concern,context_gain_rag,window_early - sentence_early,-0.0205449277156885
mistral,mistralai/Mistral-Large-Instruct-2407,Universalism: concern,context_gain_rag,doc_early - sentence_early,-0.055366392781107915
mistral,mistralai/Mistral-Large-Instruct-2407,Universalism: concern,rag_gain,sentence_early - sentence_none,0.06899919964271348
mistral,mistralai/Mistral-Large-Instruct-2407,Universalism: concern,rag_gain,window_early - window_none,0.05046372623579584
mistral,mistralai/Mistral-Large-Instruct-2407,Universalism: concern,rag_gain,doc_early - doc_none,0.03979208843981799
mistral,mistralai/Mistral-Large-Instruct-2407,Universalism: nature,context_gain_no_rag,window_none - sentence_none,0.014387131971208778
mistral,mistralai/Mistral-Large-Instruct-2407,Universalism: nature,context_gain_no_rag,doc_none - sentence_none,-0.0014609592605278054
mistral,mistralai/Mistral-Large-Instruct-2407,Universalism: nature,context_gain_rag,window_early - sentence_early,-0.006957560247387529
mistral,mistralai/Mistral-Large-Instruct-2407,Universalism: nature,context_gain_rag,doc_early - sentence_early,-0.043215214467429264
mistral,mistralai/Mistral-Large-Instruct-2407,Universalism: nature,rag_gain,sentence_early - sentence_none,0.04146762366067669
mistral,mistralai/Mistral-Large-Instruct-2407,Universalism: nature,rag_gain,window_early - window_none,0.020122931442080383
mistral,mistralai/Mistral-Large-Instruct-2407,Universalism: nature,rag_gain,doc_early - doc_none,-0.0002866315462247693
mistral,mistralai/Mistral-Large-Instruct-2407,Universalism: tolerance,context_gain_no_rag,window_none - sentence_none,0.004765504648198027
mistral,mistralai/Mistral-Large-Instruct-2407,Universalism: tolerance,context_gain_no_rag,doc_none - sentence_none,-0.006611916039502008
mistral,mistralai/Mistral-Large-Instruct-2407,Universalism: tolerance,context_gain_rag,window_early - sentence_early,0.014220637750049503
mistral,mistralai/Mistral-Large-Instruct-2407,Universalism: tolerance,context_gain_rag,doc_early - sentence_early,-0.03993322786960021
mistral,mistralai/Mistral-Large-Instruct-2407,Universalism: tolerance,rag_gain,sentence_early - sentence_none,0.047435459392456136
mistral,mistralai/Mistral-Large-Instruct-2407,Universalism: tolerance,rag_gain,window_early - window_none,0.05689059249430761
mistral,mistralai/Mistral-Large-Instruct-2407,Universalism: tolerance,rag_gain,doc_early - doc_none,0.014114147562357932
qwen,Qwen/Qwen2.5-72B-Instruct,Achievement,context_gain_no_rag,window_none - sentence_none,-0.029802678472151234
qwen,Qwen/Qwen2.5-72B-Instruct,Achievement,context_gain_no_rag,doc_none - sentence_none,-0.03059174493672359
qwen,Qwen/Qwen2.5-72B-Instruct,Achievement,context_gain_rag,window_early - sentence_early,-0.019136424146795727
qwen,Qwen/Qwen2.5-72B-Instruct,Achievement,context_gain_rag,doc_early - sentence_early,-0.018089485598410948
qwen,Qwen/Qwen2.5-72B-Instruct,Achievement,rag_gain,sentence_early - sentence_none,0.015333148357436654
qwen,Qwen/Qwen2.5-72B-Instruct,Achievement,rag_gain,window_early - window_none,0.02599940268279216
qwen,Qwen/Qwen2.5-72B-Instruct,Achievement,rag_gain,doc_early - doc_none,0.027835407695749298
qwen,Qwen/Qwen2.5-72B-Instruct,Benevolence: caring,context_gain_no_rag,window_none - sentence_none,-0.03489047903651346
qwen,Qwen/Qwen2.5-72B-Instruct,Benevolence: caring,context_gain_no_rag,doc_none - sentence_none,-0.05699817733468793
qwen,Qwen/Qwen2.5-72B-Instruct,Benevolence: caring,context_gain_rag,window_early - sentence_early,-0.03920266894667132
qwen,Qwen/Qwen2.5-72B-Instruct,Benevolence: caring,context_gain_rag,doc_early - sentence_early,-0.05783010250685067
qwen,Qwen/Qwen2.5-72B-Instruct,Benevolence: caring,rag_gain,sentence_early - sentence_none,0.022232811985082646
qwen,Qwen/Qwen2.5-72B-Instruct,Benevolence: caring,rag_gain,window_early - window_none,0.017920622074924786
qwen,Qwen/Qwen2.5-72B-Instruct,Benevolence: caring,rag_gain,doc_early - doc_none,0.021400886812919906
qwen,Qwen/Qwen2.5-72B-Instruct,Benevolence: dependability,context_gain_no_rag,window_none - sentence_none,-0.00929694851458529
qwen,Qwen/Qwen2.5-72B-Instruct,Benevolence: dependability,context_gain_no_rag,doc_none - sentence_none,-0.04254374970988256
qwen,Qwen/Qwen2.5-72B-Instruct,Benevolence: dependability,context_gain_rag,window_early - sentence_early,-0.025491996496900038
qwen,Qwen/Qwen2.5-72B-Instruct,Benevolence: dependability,context_gain_rag,doc_early - sentence_early,-0.04505256333967089
qwen,Qwen/Qwen2.5-72B-Instruct,Benevolence: dependability,rag_gain,sentence_early - sentence_none,0.029658995059645726
qwen,Qwen/Qwen2.5-72B-Instruct,Benevolence: dependability,rag_gain,window_early - window_none,0.013463947077330979
qwen,Qwen/Qwen2.5-72B-Instruct,Benevolence: dependability,rag_gain,doc_early - doc_none,0.027150181429857395
qwen,Qwen/Qwen2.5-72B-Instruct,Conformity: interpersonal,context_gain_no_rag,window_none - sentence_none,-0.00503539379202058
qwen,Qwen/Qwen2.5-72B-Instruct,Conformity: interpersonal,context_gain_no_rag,doc_none - sentence_none,-0.013012018072471335
qwen,Qwen/Qwen2.5-72B-Instruct,Conformity: interpersonal,context_gain_rag,window_early - sentence_early,-0.02031446402187577
qwen,Qwen/Qwen2.5-72B-Instruct,Conformity: interpersonal,context_gain_rag,doc_early - sentence_early,-0.03157013030362192
qwen,Qwen/Qwen2.5-72B-Instruct,Conformity: interpersonal,rag_gain,sentence_early - sentence_none,0.04345334560682475
qwen,Qwen/Qwen2.5-72B-Instruct,Conformity: interpersonal,rag_gain,window_early - window_none,0.02817427537696956
qwen,Qwen/Qwen2.5-72B-Instruct,Conformity: interpersonal,rag_gain,doc_early - doc_none,0.02489523337567416
qwen,Qwen/Qwen2.5-72B-Instruct,Conformity: rules,context_gain_no_rag,window_none - sentence_none,-0.026185034679332975
qwen,Qwen/Qwen2.5-72B-Instruct,Conformity: rules,context_gain_no_rag,doc_none - sentence_none,-0.035785113813861236
qwen,Qwen/Qwen2.5-72B-Instruct,Conformity: rules,context_gain_rag,window_early - sentence_early,-0.02250015142962286
qwen,Qwen/Qwen2.5-72B-Instruct,Conformity: rules,context_gain_rag,doc_early - sentence_early,-0.02958444972684604
qwen,Qwen/Qwen2.5-72B-Instruct,Conformity: rules,rag_gain,sentence_early - sentence_none,0.028674997477695696
qwen,Qwen/Qwen2.5-72B-Instruct,Conformity: rules,rag_gain,window_early - window_none,0.03235988072740581
qwen,Qwen/Qwen2.5-72B-Instruct,Conformity: rules,rag_gain,doc_early - doc_none,0.03487566156471089
qwen,Qwen/Qwen2.5-72B-Instruct,Face,context_gain_no_rag,window_none - sentence_none,-0.0004719207173194684
qwen,Qwen/Qwen2.5-72B-Instruct,Face,context_gain_no_rag,doc_none - sentence_none,-0.027320071715188243
qwen,Qwen/Qwen2.5-72B-Instruct,Face,context_gain_rag,window_early - sentence_early,0.007605758398816803
qwen,Qwen/Qwen2.5-72B-Instruct,Face,context_gain_rag,doc_early - sentence_early,0.0009349979344902559
qwen,Qwen/Qwen2.5-72B-Instruct,Face,rag_gain,sentence_early - sentence_none,0.01568174314955431
qwen,Qwen/Qwen2.5-72B-Instruct,Face,rag_gain,window_early - window_none,0.023759422265690583
qwen,Qwen/Qwen2.5-72B-Instruct,Face,rag_gain,doc_early - doc_none,0.04393681279923281
qwen,Qwen/Qwen2.5-72B-Instruct,Hedonism,context_gain_no_rag,window_none - sentence_none,-0.018775032056863372
qwen,Qwen/Qwen2.5-72B-Instruct,Hedonism,context_gain_no_rag,doc_none - sentence_none,-0.050504104629022745
qwen,Qwen/Qwen2.5-72B-Instruct,Hedonism,context_gain_rag,window_early - sentence_early,0.006759959966990359
qwen,Qwen/Qwen2.5-72B-Instruct,Hedonism,context_gain_rag,doc_early - sentence_early,-0.06924574938206876
qwen,Qwen/Qwen2.5-72B-Instruct,Hedonism,rag_gain,sentence_early - sentence_none,0.012913138709993721
qwen,Qwen/Qwen2.5-72B-Instruct,Hedonism,rag_gain,window_early - window_none,0.03844813073384745
qwen,Qwen/Qwen2.5-72B-Instruct,Hedonism,rag_gain,doc_early - doc_none,-0.005828506043052295
qwen,Qwen/Qwen2.5-72B-Instruct,Humility,context_gain_no_rag,window_none - sentence_none,0.031100478468899503
qwen,Qwen/Qwen2.5-72B-Instruct,Humility,context_gain_no_rag,doc_none - sentence_none,-0.05344968639214618
qwen,Qwen/Qwen2.5-72B-Instruct,Humility,context_gain_rag,window_early - sentence_early,-0.06428571428571425
qwen,Qwen/Qwen2.5-72B-Instruct,Humility,context_gain_rag,doc_early - sentence_early,-0.09792626728110597
qwen,Qwen/Qwen2.5-72B-Instruct,Humility,rag_gain,sentence_early - sentence_none,0.0733082706766917
qwen,Qwen/Qwen2.5-72B-Instruct,Humility,rag_gain,window_early - window_none,-0.022077922077922058
qwen,Qwen/Qwen2.5-72B-Instruct,Humility,rag_gain,doc_early - doc_none,0.028831689787731908
qwen,Qwen/Qwen2.5-72B-Instruct,Power: dominance,context_gain_no_rag,window_none - sentence_none,-0.027307101289146457
qwen,Qwen/Qwen2.5-72B-Instruct,Power: dominance,context_gain_no_rag,doc_none - sentence_none,-0.04085325832161282
qwen,Qwen/Qwen2.5-72B-Instruct,Power: dominance,context_gain_rag,window_early - sentence_early,-0.00984711392397064
qwen,Qwen/Qwen2.5-72B-Instruct,Power: dominance,context_gain_rag,doc_early - sentence_early,-0.016989787306504744
qwen,Qwen/Qwen2.5-72B-Instruct,Power: dominance,rag_gain,sentence_early - sentence_none,-0.0014205814976316344
qwen,Qwen/Qwen2.5-72B-Instruct,Power: dominance,rag_gain,window_early - window_none,0.016039405867544182
qwen,Qwen/Qwen2.5-72B-Instruct,Power: dominance,rag_gain,doc_early - doc_none,0.022442889517476444
qwen,Qwen/Qwen2.5-72B-Instruct,Power: resources,context_gain_no_rag,window_none - sentence_none,-0.006989490459577058
qwen,Qwen/Qwen2.5-72B-Instruct,Power: resources,context_gain_no_rag,doc_none - sentence_none,-0.021896658679525366
qwen,Qwen/Qwen2.5-72B-Instruct,Power: resources,context_gain_rag,window_early - sentence_early,-0.005898587889753393
qwen,Qwen/Qwen2.5-72B-Instruct,Power: resources,context_gain_rag,doc_early - sentence_early,-0.020207034721832606
qwen,Qwen/Qwen2.5-72B-Instruct,Power: resources,rag_gain,sentence_early - sentence_none,0.04747118325099978
qwen,Qwen/Qwen2.5-72B-Instruct,Power: resources,rag_gain,window_early - window_none,0.04856208582082344
qwen,Qwen/Qwen2.5-72B-Instruct,Power: resources,rag_gain,doc_early - doc_none,0.049160807208692536
qwen,Qwen/Qwen2.5-72B-Instruct,Security: personal,context_gain_no_rag,window_none - sentence_none,-0.04652624745387193
qwen,Qwen/Qwen2.5-72B-Instruct,Security: personal,context_gain_no_rag,doc_none - sentence_none,-0.061145415046364046
qwen,Qwen/Qwen2.5-72B-Instruct,Security: personal,context_gain_rag,window_early - sentence_early,-0.03476204469445729
qwen,Qwen/Qwen2.5-72B-Instruct,Security: personal,context_gain_rag,doc_early - sentence_early,-0.05825488861240874
qwen,Qwen/Qwen2.5-72B-Instruct,Security: personal,rag_gain,sentence_early - sentence_none,0.014985011581959362
qwen,Qwen/Qwen2.5-72B-Instruct,Security: personal,rag_gain,window_early - window_none,0.026749214341374006
qwen,Qwen/Qwen2.5-72B-Instruct,Security: personal,rag_gain,doc_early - doc_none,0.01787553801591467
qwen,Qwen/Qwen2.5-72B-Instruct,Security: societal,context_gain_no_rag,window_none - sentence_none,-0.049393330918259815
qwen,Qwen/Qwen2.5-72B-Instruct,Security: societal,context_gain_no_rag,doc_none - sentence_none,-0.05802648557610257
qwen,Qwen/Qwen2.5-72B-Instruct,Security: societal,context_gain_rag,window_early - sentence_early,-0.04516582959822618
qwen,Qwen/Qwen2.5-72B-Instruct,Security: societal,context_gain_rag,doc_early - sentence_early,-0.059967428563677094
qwen,Qwen/Qwen2.5-72B-Instruct,Security: societal,rag_gain,sentence_early - sentence_none,0.031473465623487795
qwen,Qwen/Qwen2.5-72B-Instruct,Security: societal,rag_gain,window_early - window_none,0.03570096694352143
qwen,Qwen/Qwen2.5-72B-Instruct,Security: societal,rag_gain,doc_early - doc_none,0.029532522635913272
qwen,Qwen/Qwen2.5-72B-Instruct,Self-direction: action,context_gain_no_rag,window_none - sentence_none,0.008066569882967417
qwen,Qwen/Qwen2.5-72B-Instruct,Self-direction: action,context_gain_no_rag,doc_none - sentence_none,-0.006541278620124907
qwen,Qwen/Qwen2.5-72B-Instruct,Self-direction: action,context_gain_rag,window_early - sentence_early,0.004246123952955649
qwen,Qwen/Qwen2.5-72B-Instruct,Self-direction: action,context_gain_rag,doc_early - sentence_early,-0.005260813304766548
qwen,Qwen/Qwen2.5-72B-Instruct,Self-direction: action,rag_gain,sentence_early - sentence_none,0.006680645012949349
qwen,Qwen/Qwen2.5-72B-Instruct,Self-direction: action,rag_gain,window_early - window_none,0.002860199082937581
qwen,Qwen/Qwen2.5-72B-Instruct,Self-direction: action,rag_gain,doc_early - doc_none,0.007961110328307708
qwen,Qwen/Qwen2.5-72B-Instruct,Self-direction: thought,context_gain_no_rag,window_none - sentence_none,-0.03317491380113691
qwen,Qwen/Qwen2.5-72B-Instruct,Self-direction: thought,context_gain_no_rag,doc_none - sentence_none,-0.051199427139276776
qwen,Qwen/Qwen2.5-72B-Instruct,Self-direction: thought,context_gain_rag,window_early - sentence_early,0.012545706720463998
qwen,Qwen/Qwen2.5-72B-Instruct,Self-direction: thought,context_gain_rag,doc_early - sentence_early,-0.009090909090909094
qwen,Qwen/Qwen2.5-72B-Instruct,Self-direction: thought,rag_gain,sentence_early - sentence_none,-0.03308596165739024
qwen,Qwen/Qwen2.5-72B-Instruct,Self-direction: thought,rag_gain,window_early - window_none,0.012634658864210668
qwen,Qwen/Qwen2.5-72B-Instruct,Self-direction: thought,rag_gain,doc_early - doc_none,0.009022556390977446
qwen,Qwen/Qwen2.5-72B-Instruct,Stimulation,context_gain_no_rag,window_none - sentence_none,-0.012876782453494329
qwen,Qwen/Qwen2.5-72B-Instruct,Stimulation,context_gain_no_rag,doc_none - sentence_none,-0.03576598454346262
qwen,Qwen/Qwen2.5-72B-Instruct,Stimulation,context_gain_rag,window_early - sentence_early,-0.015206082432973167
qwen,Qwen/Qwen2.5-72B-Instruct,Stimulation,context_gain_rag,doc_early - sentence_early,-0.060163395501741324
qwen,Qwen/Qwen2.5-72B-Instruct,Stimulation,rag_gain,sentence_early - sentence_none,0.029234626479389625
qwen,Qwen/Qwen2.5-72B-Instruct,Stimulation,rag_gain,window_early - window_none,0.026905326499910787
qwen,Qwen/Qwen2.5-72B-Instruct,Stimulation,rag_gain,doc_early - doc_none,0.004837215521110924
qwen,Qwen/Qwen2.5-72B-Instruct,Tradition,context_gain_no_rag,window_none - sentence_none,-0.01786634498266665
qwen,Qwen/Qwen2.5-72B-Instruct,Tradition,context_gain_no_rag,doc_none - sentence_none,-0.031968280723260856
qwen,Qwen/Qwen2.5-72B-Instruct,Tradition,context_gain_rag,window_early - sentence_early,-0.03459537685297448
qwen,Qwen/Qwen2.5-72B-Instruct,Tradition,context_gain_rag,doc_early - sentence_early,-0.05439063839859476
qwen,Qwen/Qwen2.5-72B-Instruct,Tradition,rag_gain,sentence_early - sentence_none,0.015494545252142833
qwen,Qwen/Qwen2.5-72B-Instruct,Tradition,rag_gain,window_early - window_none,-0.0012344866181649983
qwen,Qwen/Qwen2.5-72B-Instruct,Tradition,rag_gain,doc_early - doc_none,-0.006927812423191071
qwen,Qwen/Qwen2.5-72B-Instruct,Universalism: concern,context_gain_no_rag,window_none - sentence_none,-0.03586744231638403
qwen,Qwen/Qwen2.5-72B-Instruct,Universalism: concern,context_gain_no_rag,doc_none - sentence_none,-0.07398044916455482
qwen,Qwen/Qwen2.5-72B-Instruct,Universalism: concern,context_gain_rag,window_early - sentence_early,-0.052751395547582014
qwen,Qwen/Qwen2.5-72B-Instruct,Universalism: concern,context_gain_rag,doc_early - sentence_early,-0.10457881341273573
qwen,Qwen/Qwen2.5-72B-Instruct,Universalism: concern,rag_gain,sentence_early - sentence_none,0.0717616408796892
qwen,Qwen/Qwen2.5-72B-Instruct,Universalism: concern,rag_gain,window_early - window_none,0.054877687648491214
qwen,Qwen/Qwen2.5-72B-Instruct,Universalism: concern,rag_gain,doc_early - doc_none,0.04116327663150829
qwen,Qwen/Qwen2.5-72B-Instruct,Universalism: nature,context_gain_no_rag,window_none - sentence_none,-0.08074527709724189
qwen,Qwen/Qwen2.5-72B-Instruct,Universalism: nature,context_gain_no_rag,doc_none - sentence_none,-0.1124406751948091
qwen,Qwen/Qwen2.5-72B-Instruct,Universalism: nature,context_gain_rag,window_early - sentence_early,-0.07291366588076248
qwen,Qwen/Qwen2.5-72B-Instruct,Universalism: nature,context_gain_rag,doc_early - sentence_early,-0.12036404832688319
qwen,Qwen/Qwen2.5-72B-Instruct,Universalism: nature,rag_gain,sentence_early - sentence_none,0.030729112837187933
qwen,Qwen/Qwen2.5-72B-Instruct,Universalism: nature,rag_gain,window_early - window_none,0.03856072405366734
qwen,Qwen/Qwen2.5-72B-Instruct,Universalism: nature,rag_gain,doc_early - doc_none,0.022805739705113848
qwen,Qwen/Qwen2.5-72B-Instruct,Universalism: tolerance,context_gain_no_rag,window_none - sentence_none,-0.019307631738884404
qwen,Qwen/Qwen2.5-72B-Instruct,Universalism: tolerance,context_gain_no_rag,doc_none - sentence_none,-0.03923557173811948
qwen,Qwen/Qwen2.5-72B-Instruct,Universalism: tolerance,context_gain_rag,window_early - sentence_early,-0.007591631288271311
qwen,Qwen/Qwen2.5-72B-Instruct,Universalism: tolerance,context_gain_rag,doc_early - sentence_early,-0.044592474058637116
qwen,Qwen/Qwen2.5-72B-Instruct,Universalism: tolerance,rag_gain,sentence_early - sentence_none,0.03945196551406571
qwen,Qwen/Qwen2.5-72B-Instruct,Universalism: tolerance,rag_gain,window_early - window_none,0.051167965964678805
qwen,Qwen/Qwen2.5-72B-Instruct,Universalism: tolerance,rag_gain,doc_early - doc_none,0.034095063193548075
